Timestamp,Temperature,Humidity,CO2,PM10,PM2.5,AQI
2025-04-10 21:00:00,19.6,80.5,377.8,44.1,25.5,37
2025-04-10 22:00:00,23.1,82.5,380.2,53.4,33.4,57
2025-04-10 23:00:00,24.1,85.7,393.0,32.5,20.6,25
2025-04-11 00:00:00,23.8,80.7,391.9,30.2,20.0,34
2025-04-11 01:00:00,26.9,66.7,424.8,64.5,41.5,71
2025-04-11 02:00:00,26.6,59.5,428.5,40.3,23.6,40
2025-04-11 03:00:00,28.1,79.1,442.5,56.0,37.1,72
2025-04-11 04:00:00,32.7,77.2,444.1,77.2,47.7,79
2025-04-11 05:00:00,32.5,65.9,450.4,73.2,46.0,79
2025-04-11 06:00:00,27.3,58.5,441.0,55.6,34.8,56
2025-04-11 07:00:00,31.3,70.2,445.7,50.4,27.1,54
2025-04-11 08:00:00,30.6,66.0,437.2,60.2,43.3,83
2025-04-11 09:00:00,25.9,67.7,425.7,77.2,49.1,90
2025-04-11 10:00:00,28.7,74.9,423.2,43.6,32.0,59
2025-04-11 11:00:00,28.9,74.6,413.1,50.4,29.6,47
2025-04-11 12:00:00,22.3,69.6,398.9,,,56
2025-04-11 13:00:00,21.4,76.5,382.6,56.7,38.1,62
2025-04-11 14:00:00,24.1,83.7,376.1,63.3,42.2,76
2025-04-11 15:00:00,21.6,84.9,364.6,30.4,21.4,36
2025-04-11 16:00:00,21.5,85.1,356.0,33.2,18.6,30
2025-04-11 17:00:00,20.6,89.3,352.6,77.1,48.9,88
2025-04-11 18:00:00,20.7,83.0,362.0,47.0,28.7,55
2025-04-11 19:00:00,17.5,85.1,340.7,,,67
2025-04-11 20:00:00,22.8,66.2,355.4,39.3,25.5,48
2025-04-11 21:00:00,23.9,79.1,370.7,63.2,35.8,75
2025-04-11 22:00:00,22.2,83.0,362.4,67.0,40.6,74
2025-04-11 23:00:00,23.8,74.7,404.4,55.2,36.6,74
2025-04-12 00:00:00,22.2,71.7,406.2,76.3,49.4,91
2025-04-12 01:00:00,27.5,66.3,426.0,,,62
2025-04-12 02:00:00,28.8,74.2,439.3,64.4,35.8,63
2025-04-12 03:00:00,28.5,70.0,441.9,69.0,40.8,74
2025-04-12 04:00:00,31.6,69.9,422.7,69.5,43.4,80
2025-04-12 05:00:00,29.1,56.3,450.6,74.7,41.9,68
2025-04-12 06:00:00,31.0,64.0,452.0,55.6,29.9,57
2025-04-12 07:00:00,27.5,63.9,436.4,,,68
2025-04-12 08:00:00,28.9,65.1,423.5,57.8,36.3,68
2025-04-12 09:00:00,27.8,65.2,437.3,54.2,33.8,63
2025-04-12 10:00:00,27.5,68.7,409.3,57.6,37.6,74
2025-04-12 11:00:00,25.0,77.1,430.0,54.5,28.4,46
2025-04-12 12:00:00,24.2,65.9,399.0,39.5,25.7,41
2025-04-12 13:00:00,24.9,86.9,397.1,27.4,12.6,28
2025-04-12 14:00:00,21.2,82.8,372.2,77.3,46.3,78
2025-04-12 15:00:00,17.8,82.1,369.7,57.5,35.8,58
2025-04-12 16:00:00,23.8,88.3,355.5,56.8,29.7,54
2025-04-12 17:00:00,22.7,77.3,360.9,36.1,24.9,44
2025-04-12 18:00:00,17.3,81.4,329.7,15.4,7.2,13
2025-04-12 19:00:00,21.5,83.6,361.7,40.0,24.6,46
2025-04-12 20:00:00,19.7,89.9,365.3,64.0,36.8,68
2025-04-12 21:00:00,22.1,81.1,365.8,65.6,39.4,70
2025-04-12 22:00:00,23.2,81.4,374.1,55.3,38.1,68
2025-04-12 23:00:00,23.4,73.7,387.6,,,63
2025-04-13 00:00:00,23.6,76.4,406.5,75.9,46.0,82
2025-04-13 01:00:00,25.1,79.8,428.6,52.1,34.2,54
2025-04-13 02:00:00,25.8,74.1,422.8,73.6,46.7,87
2025-04-13 03:00:00,26.9,66.8,420.8,53.6,35.9,69
2025-04-13 04:00:00,29.2,69.1,469.9,53.3,32.6,61
2025-04-13 05:00:00,28.3,67.8,455.8,53.7,32.0,60
2025-04-13 06:00:00,31.2,67.3,446.0,51.1,31.6,52
2025-04-13 07:00:00,32.5,70.8,459.1,71.0,45.2,74
2025-04-13 08:00:00,27.8,72.0,450.7,,,64
2025-04-13 09:00:00,28.6,67.6,437.6,51.6,30.2,54
2025-04-13 10:00:00,28.0,73.6,417.0,61.9,43.1,78
2025-04-13 11:00:00,26.7,70.9,416.0,63.2,38.7,70
2025-04-13 12:00:00,24.6,70.8,407.2,61.6,42.5,77
2025-04-13 13:00:00,24.7,76.7,366.3,61.7,37.6,70
2025-04-13 14:00:00,23.0,80.0,374.1,44.5,26.4,46
2025-04-13 15:00:00,18.5,74.0,365.1,,,48
2025-04-13 16:00:00,22.0,88.0,357.6,56.0,31.7,60
2025-04-13 17:00:00,21.7,70.7,351.3,43.6,22.9,44
2025-04-13 18:00:00,18.3,98.3,362.0,30.6,21.4,31
2025-04-13 19:00:00,20.2,91.7,350.7,42.3,25.0,39
2025-04-13 20:00:00,22.0,81.7,358.6,84.1,47.4,89
2025-04-13 21:00:00,21.1,81.3,370.5,48.4,28.6,57
2025-04-13 22:00:00,24.8,80.6,376.5,66.0,42.9,63
2025-04-13 23:00:00,28.6,73.6,376.8,50.5,30.5,57
2025-04-14 00:00:00,23.6,74.9,405.8,67.5,42.7,75
2025-04-14 01:00:00,23.7,70.7,418.7,66.4,44.1,79
2025-04-14 02:00:00,28.2,68.6,424.5,76.9,45.6,82
2025-04-14 03:00:00,30.0,68.0,436.5,70.5,42.1,71
2025-04-14 04:00:00,28.8,59.1,413.2,75.8,50.7,94
2025-04-14 05:00:00,32.6,65.1,461.2,69.4,43.2,74
2025-04-14 06:00:00,27.1,65.5,458.9,83.6,53.9,100
2025-04-14 07:00:00,30.9,65.9,433.8,39.1,27.0,53
2025-04-14 08:00:00,27.7,65.3,434.6,62.5,42.1,71
2025-04-14 09:00:00,31.5,73.8,447.1,61.1,40.7,69
2025-04-14 10:00:00,30.9,68.6,410.2,,,54
2025-04-14 11:00:00,24.2,73.9,414.1,64.4,40.8,80
2025-04-14 12:00:00,23.3,81.9,391.4,35.6,22.9,38
2025-04-14 13:00:00,24.8,77.6,387.6,45.9,28.3,48
2025-04-14 14:00:00,21.2,81.4,372.4,32.6,16.4,31
2025-04-14 15:00:00,20.9,81.8,359.3,72.3,43.9,82
2025-04-14 16:00:00,20.3,89.9,358.8,52.3,28.9,54
2025-04-14 17:00:00,16.0,83.2,345.9,75.6,47.7,85
2025-04-14 18:00:00,19.8,91.0,332.3,66.4,36.7,64
2025-04-14 19:00:00,18.7,83.6,343.5,57.5,34.1,63
2025-04-14 20:00:00,19.6,78.6,348.2,42.7,26.4,31
2025-04-14 21:00:00,24.4,84.6,351.3,40.8,23.6,51
2025-04-14 22:00:00,20.1,77.5,382.0,55.9,37.3,66
2025-04-14 23:00:00,25.5,79.6,389.0,,,61
2025-04-15 00:00:00,24.6,60.2,407.3,44.1,24.9,55
2025-04-15 01:00:00,25.8,71.4,421.7,44.6,24.8,40
2025-04-15 02:00:00,29.2,66.7,435.7,48.9,30.4,66
2025-04-15 03:00:00,29.2,61.7,442.0,96.3,53.6,100
2025-04-15 04:00:00,30.4,62.9,435.3,90.5,57.5,105
2025-04-15 05:00:00,31.6,61.9,454.9,61.0,41.8,78
2025-04-15 06:00:00,29.1,64.4,452.1,72.0,41.4,70
2025-04-15 07:00:00,28.2,58.3,469.1,63.3,37.3,58
2025-04-15 08:00:00,26.7,67.9,441.4,53.8,31.9,51
2025-04-15 09:00:00,26.4,74.9,436.4,77.4,49.5,94
2025-04-15 10:00:00,32.8,71.7,420.7,85.2,52.4,89
2025-04-15 11:00:00,28.2,76.8,409.8,55.0,29.0,44
2025-04-15 12:00:00,21.7,80.8,396.1,57.1,34.2,61
2025-04-15 13:00:00,20.4,84.1,379.1,,,56
2025-04-15 14:00:00,22.9,89.6,373.6,34.8,29.1,52
2025-04-15 15:00:00,22.0,79.7,368.3,,,76
2025-04-15 16:00:00,21.3,80.0,350.8,31.5,20.3,42
2025-04-15 17:00:00,19.3,88.3,359.2,,,64
2025-04-15 18:00:00,19.5,88.1,357.3,55.9,36.1,64
2025-04-15 19:00:00,20.7,87.9,344.0,45.6,29.4,50
2025-04-15 20:00:00,20.8,92.3,349.1,59.4,38.3,72
2025-04-15 21:00:00,17.0,81.2,371.9,52.1,33.2,61
2025-04-15 22:00:00,22.1,81.1,372.5,72.4,42.8,72
2025-04-15 23:00:00,22.1,71.5,380.3,40.6,22.2,46
2025-04-16 00:00:00,25.4,84.5,420.9,49.5,32.9,60
2025-04-16 01:00:00,32.3,69.6,406.9,55.3,36.4,68
2025-04-16 02:00:00,28.3,67.4,413.0,31.6,16.7,28
2025-04-16 03:00:00,27.9,65.3,430.1,54.8,30.4,60
2025-04-16 04:00:00,31.1,62.3,447.4,59.1,33.3,51
2025-04-16 05:00:00,30.6,61.1,449.9,72.7,47.8,94
2025-04-16 06:00:00,30.5,62.0,468.7,,,52
2025-04-16 07:00:00,30.6,58.3,439.5,48.1,33.5,53
2025-04-16 08:00:00,32.9,62.4,443.7,73.1,46.0,83
2025-04-16 09:00:00,25.7,77.8,443.9,45.4,25.6,43
2025-04-16 10:00:00,27.8,73.9,415.1,28.0,20.9,35
2025-04-16 11:00:00,23.8,77.3,416.3,63.4,33.3,57
2025-04-16 12:00:00,25.4,81.2,377.9,45.3,23.3,38
2025-04-16 13:00:00,21.2,87.0,401.0,41.1,22.4,41
2025-04-16 14:00:00,21.0,71.3,381.7,,,66
2025-04-16 15:00:00,20.3,76.0,355.3,62.5,38.5,73
2025-04-16 16:00:00,22.1,79.5,363.2,63.8,37.1,67
2025-04-16 17:00:00,21.6,82.0,364.0,59.4,39.3,68
2025-04-16 18:00:00,17.2,83.0,337.3,64.7,40.3,76
2025-04-16 19:00:00,20.1,81.7,346.8,29.0,13.6,15
2025-04-16 20:00:00,19.1,83.9,372.2,51.2,34.8,49
2025-04-16 21:00:00,18.9,81.2,368.1,48.1,27.8,42
2025-04-16 22:00:00,22.1,75.2,382.7,38.7,27.2,47
2025-04-16 23:00:00,23.1,65.5,391.5,59.5,38.9,71
2025-04-17 00:00:00,29.9,68.8,412.7,,,25
2025-04-17 01:00:00,27.2,68.5,421.7,41.5,23.0,41
2025-04-17 02:00:00,24.7,67.6,429.3,67.0,43.2,76
2025-04-17 03:00:00,27.3,61.3,416.9,70.0,43.0,78
2025-04-17 04:00:00,31.2,63.0,451.5,63.6,40.9,64
2025-04-17 05:00:00,33.8,59.0,456.4,52.7,33.2,72
2025-04-17 06:00:00,26.5,63.9,437.5,79.4,46.3,83
2025-04-17 07:00:00,25.6,59.7,435.5,68.6,45.5,75
2025-04-17 08:00:00,32.5,62.0,446.4,68.3,40.1,72
2025-04-17 09:00:00,28.7,61.4,434.5,48.8,29.2,59
2025-04-17 10:00:00,25.1,69.4,401.9,53.8,34.1,54
2025-04-17 11:00:00,26.6,68.3,401.0,64.6,43.0,69
2025-04-17 12:00:00,19.0,79.8,399.3,68.8,45.6,81
2025-04-17 13:00:00,23.0,79.8,390.2,48.7,31.1,55
2025-04-17 14:00:00,22.5,79.8,365.9,50.2,30.5,58
2025-04-17 15:00:00,22.7,78.1,360.6,52.8,30.3,61
2025-04-17 16:00:00,18.1,85.4,346.1,53.4,33.0,63
2025-04-17 17:00:00,19.9,87.8,364.1,42.8,25.8,39
2025-04-17 18:00:00,17.8,85.2,351.9,,,10
2025-04-17 19:00:00,20.4,91.9,346.2,67.2,40.2,68
2025-04-17 20:00:00,18.7,85.0,347.2,76.0,45.6,85
2025-04-17 21:00:00,20.6,85.5,354.8,40.3,27.2,52
2025-04-17 22:00:00,20.5,79.4,396.5,40.9,24.7,50
2025-04-17 23:00:00,25.0,79.7,389.1,59.9,33.3,62
2025-04-18 00:00:00,26.7,69.7,399.8,51.1,34.2,58
2025-04-18 01:00:00,25.8,68.8,414.5,72.8,45.0,80
2025-04-18 02:00:00,27.5,70.5,421.9,62.3,38.6,62
2025-04-18 03:00:00,25.5,68.6,436.9,52.0,32.8,62
2025-04-18 04:00:00,28.5,68.0,445.4,55.4,29.3,49
2025-04-18 05:00:00,29.4,70.1,449.3,76.0,47.2,91
2025-04-18 06:00:00,34.8,57.3,437.2,78.8,45.2,84
2025-04-18 07:00:00,27.1,60.1,456.1,77.9,48.6,97
2025-04-18 08:00:00,31.7,67.3,435.7,54.5,31.8,59
2025-04-18 09:00:00,29.9,64.3,425.9,82.7,53.3,98
2025-04-18 10:00:00,27.3,87.0,414.6,38.1,23.6,41
2025-04-18 11:00:00,29.0,75.2,398.7,69.6,42.0,73
2025-04-18 12:00:00,25.0,74.8,398.8,36.3,19.7,34
2025-04-18 13:00:00,23.7,75.2,392.3,48.5,27.4,54
2025-04-18 14:00:00,21.7,77.7,364.5,74.1,45.1,74
2025-04-18 15:00:00,23.3,82.2,343.6,57.0,38.2,69
2025-04-18 16:00:00,22.3,84.0,344.6,,,39
2025-04-18 17:00:00,18.4,81.9,346.4,47.9,26.3,49
2025-04-18 18:00:00,17.0,83.0,337.8,44.0,31.2,53
2025-04-18 19:00:00,19.5,90.5,346.9,58.4,34.8,65
2025-04-18 20:00:00,18.9,89.6,353.2,66.5,41.3,70
2025-04-18 21:00:00,21.2,82.2,367.3,51.2,28.5,50
2025-04-18 22:00:00,24.9,72.0,363.9,,,39
2025-04-18 23:00:00,22.8,78.9,396.6,56.0,35.8,64
2025-04-19 00:00:00,24.9,81.4,420.5,50.4,32.1,65
2025-04-19 01:00:00,26.4,77.9,430.9,42.9,26.7,45
2025-04-19 02:00:00,29.1,72.4,422.4,68.3,40.6,70
2025-04-19 03:00:00,23.9,73.9,444.7,52.1,37.5,73
2025-04-19 04:00:00,27.9,65.6,450.6,69.2,42.4,74
2025-04-19 05:00:00,29.9,67.7,448.7,51.2,33.2,57
2025-04-19 06:00:00,32.0,61.0,451.6,72.2,44.3,81
2025-04-19 07:00:00,28.3,66.4,454.0,50.8,29.6,52
2025-04-19 08:00:00,24.9,72.8,450.1,47.7,32.9,57
2025-04-19 09:00:00,29.1,64.9,424.4,59.2,36.7,62
2025-04-19 10:00:00,25.5,65.7,429.0,82.9,51.5,99
2025-04-19 11:00:00,23.1,73.0,425.8,69.3,42.6,75
2025-04-19 12:00:00,22.9,74.0,404.9,70.0,43.7,75
2025-04-19 13:00:00,22.5,80.9,398.7,67.8,45.1,79
2025-04-19 14:00:00,20.5,77.7,345.9,92.9,61.4,112
2025-04-19 15:00:00,16.3,90.5,368.0,47.5,32.0,64
2025-04-19 16:00:00,21.8,76.9,357.5,70.7,42.3,75
2025-04-19 17:00:00,22.2,90.4,361.1,,,65
2025-04-19 18:00:00,20.9,80.5,338.9,62.4,38.4,78
2025-04-19 19:00:00,17.6,74.8,347.8,65.6,44.9,81
2025-04-19 20:00:00,20.0,83.8,367.8,46.8,28.0,49
2025-04-19 21:00:00,21.3,79.5,356.9,49.9,28.2,51
2025-04-19 22:00:00,23.6,73.1,380.9,51.4,35.9,58
2025-04-19 23:00:00,25.0,67.7,390.7,52.5,33.1,59
2025-04-20 00:00:00,23.5,73.5,401.9,56.3,38.4,72
2025-04-20 01:00:00,26.4,75.8,422.4,77.8,49.6,95
2025-04-20 02:00:00,28.3,71.6,417.2,53.1,34.5,60
2025-04-20 03:00:00,31.2,67.0,430.2,61.8,36.8,67
2025-04-20 04:00:00,30.4,67.7,443.7,67.7,41.4,80
2025-04-20 05:00:00,31.0,64.3,437.1,,,69
2025-04-20 06:00:00,29.7,57.2,462.2,42.5,25.1,48
2025-04-20 07:00:00,32.1,57.8,439.1,59.7,35.6,66
2025-04-20 08:00:00,29.5,65.0,449.1,70.4,45.1,77
2025-04-20 09:00:00,26.0,67.0,423.7,75.9,50.2,85
2025-04-20 10:00:00,29.5,74.2,428.6,50.9,28.4,56
2025-04-20 11:00:00,26.8,76.2,393.0,50.7,27.1,35
2025-04-20 12:00:00,23.2,78.1,410.2,60.8,35.3,60
2025-04-20 13:00:00,21.9,76.2,394.7,,,24
2025-04-20 14:00:00,22.3,73.0,366.2,44.8,29.1,57
2025-04-20 15:00:00,21.6,83.9,353.7,36.3,17.8,38
2025-04-20 16:00:00,20.4,85.9,359.4,70.2,41.9,71
2025-04-20 17:00:00,20.2,72.1,335.6,49.7,24.4,57
2025-04-20 18:00:00,22.9,80.0,350.5,66.0,43.7,85
2025-04-20 19:00:00,21.9,80.2,344.8,68.0,39.7,72
2025-04-20 20:00:00,20.8,83.1,356.3,46.5,26.2,54
2025-04-20 21:00:00,23.1,76.7,361.1,39.2,23.7,39
2025-04-20 22:00:00,20.3,78.3,370.5,58.2,31.8,55
2025-04-20 23:00:00,24.4,75.0,408.0,57.3,33.8,63
2025-04-21 00:00:00,28.5,72.6,411.7,59.3,38.7,66
2025-04-21 01:00:00,25.7,67.3,401.9,51.0,31.0,49
2025-04-21 02:00:00,25.6,65.4,419.6,67.7,44.3,75
2025-04-21 03:00:00,27.0,61.2,446.6,65.3,41.5,73
2025-04-21 04:00:00,26.8,67.1,454.8,63.8,37.3,69
2025-04-21 05:00:00,27.8,67.2,435.3,61.1,34.7,60
2025-04-21 06:00:00,28.7,60.4,456.8,,,62
2025-04-21 07:00:00,26.4,72.4,449.8,52.6,33.7,63
2025-04-21 08:00:00,28.6,64.4,421.8,66.7,40.1,78
2025-04-21 09:00:00,29.5,75.4,428.4,67.1,39.5,67
2025-04-21 10:00:00,24.8,66.7,420.1,56.8,39.8,79
2025-04-21 11:00:00,28.4,62.2,409.6,81.3,50.6,95
2025-04-21 12:00:00,25.1,77.0,382.8,55.4,34.1,56
2025-04-21 13:00:00,24.8,78.8,375.6,71.7,41.9,72
2025-04-21 14:00:00,20.3,80.0,365.4,58.4,34.6,60
2025-04-21 15:00:00,22.4,78.6,356.6,51.7,29.8,52
2025-04-21 16:00:00,17.7,83.0,349.7,48.2,30.1,41
2025-04-21 17:00:00,21.3,81.4,349.5,50.3,30.2,50
2025-04-21 18:00:00,19.8,82.6,353.3,58.0,32.8,56
2025-04-21 19:00:00,20.8,87.8,370.6,39.5,23.2,51
2025-04-21 20:00:00,18.0,83.3,367.5,35.3,19.7,36
2025-04-21 21:00:00,19.4,83.7,380.7,55.2,37.6,63
2025-04-21 22:00:00,23.5,77.3,373.7,65.6,40.6,70
2025-04-21 23:00:00,21.6,74.2,380.9,57.9,40.6,75
2025-04-22 00:00:00,25.8,67.6,412.0,58.8,37.2,65
2025-04-22 01:00:00,23.4,68.9,416.6,70.3,43.4,75
2025-04-22 02:00:00,29.0,51.9,435.7,74.3,44.1,76
2025-04-22 03:00:00,25.8,63.6,429.2,69.5,45.7,84
2025-04-22 04:00:00,30.0,64.7,451.6,56.3,33.2,52
2025-04-22 05:00:00,30.6,67.1,447.4,58.5,31.7,51
2025-04-22 06:00:00,28.0,62.8,445.2,58.6,37.5,62
2025-04-22 07:00:00,30.3,66.4,443.4,59.1,40.2,66
2025-04-22 08:00:00,29.0,55.0,446.1,62.8,37.8,63
2025-04-22 09:00:00,26.6,67.3,440.2,36.0,23.8,47
2025-04-22 10:00:00,24.5,61.4,417.8,79.0,51.5,97
2025-04-22 11:00:00,21.4,66.3,412.5,60.2,34.3,63
2025-04-22 12:00:00,24.7,74.0,399.4,67.4,36.6,66
2025-04-22 13:00:00,19.6,83.8,390.6,66.8,43.9,75
2025-04-22 14:00:00,21.7,81.6,381.5,23.1,14.0,14
2025-04-22 15:00:00,20.1,81.8,380.0,44.8,27.7,50
2025-04-22 16:00:00,21.2,83.0,350.2,44.8,28.0,51
2025-04-22 17:00:00,18.9,80.3,365.4,54.7,28.0,47
2025-04-22 18:00:00,18.7,81.3,351.3,46.7,29.2,47
2025-04-22 19:00:00,21.1,85.6,341.9,,,70
2025-04-22 20:00:00,20.9,75.4,352.3,66.8,36.9,67
2025-04-22 21:00:00,21.8,83.5,372.3,67.4,40.0,72
2025-04-22 22:00:00,23.2,76.4,385.8,59.7,33.9,66
2025-04-22 23:00:00,20.4,80.0,380.8,36.7,23.5,38
2025-04-23 00:00:00,26.3,78.1,396.4,32.0,19.4,33
2025-04-23 01:00:00,27.3,62.3,411.4,38.5,25.1,45
2025-04-23 02:00:00,25.2,65.5,419.8,70.2,41.4,71
2025-04-23 03:00:00,27.7,62.1,419.3,69.5,39.7,75
2025-04-23 04:00:00,28.8,55.9,423.0,60.3,38.5,75
2025-04-23 05:00:00,29.0,59.0,445.4,60.0,37.6,62
2025-04-23 06:00:00,30.0,76.3,452.4,88.8,56.7,99
2025-04-23 07:00:00,31.9,67.7,453.7,49.5,33.8,67
2025-04-23 08:00:00,30.6,75.4,427.5,73.1,47.2,86
2025-04-23 09:00:00,25.0,71.7,418.9,66.5,38.9,70
2025-04-23 10:00:00,27.7,66.0,416.2,57.5,37.3,68
2025-04-23 11:00:00,27.9,70.3,409.0,74.3,46.0,86
2025-04-23 12:00:00,24.7,77.8,406.1,70.2,47.0,86
2025-04-23 13:00:00,24.8,79.5,390.4,52.5,32.1,58
2025-04-23 14:00:00,25.5,76.8,367.9,61.6,39.2,70
2025-04-23 15:00:00,22.6,74.1,365.5,52.3,34.8,69
2025-04-23 16:00:00,20.3,99.5,346.4,55.0,31.2,54
2025-04-23 17:00:00,21.5,83.1,351.6,57.0,32.4,58
2025-04-23 18:00:00,19.6,82.3,349.5,38.9,25.2,53
2025-04-23 19:00:00,19.7,84.0,367.0,46.9,28.5,52
2025-04-23 20:00:00,19.5,81.0,363.8,45.6,26.9,48
2025-04-23 21:00:00,24.2,81.1,359.9,57.2,39.7,74
2025-04-23 22:00:00,20.5,84.7,371.0,48.6,32.8,60
2025-04-23 23:00:00,26.5,75.1,387.7,46.8,24.4,40
2025-04-24 00:00:00,25.7,67.3,388.4,46.2,30.3,55
2025-04-24 01:00:00,23.2,69.8,414.5,27.7,11.8,17
2025-04-24 02:00:00,27.9,65.9,427.0,51.5,34.6,71
2025-04-24 03:00:00,23.9,73.4,442.8,67.4,39.8,72
2025-04-24 04:00:00,30.1,70.8,451.3,62.5,39.1,65
2025-04-24 05:00:00,31.0,64.6,450.2,89.0,56.5,99
2025-04-24 06:00:00,28.1,57.6,433.5,80.4,45.3,85
2025-04-24 07:00:00,29.2,58.4,434.9,67.0,44.7,74
2025-04-24 08:00:00,32.3,65.8,435.1,47.4,26.7,61
2025-04-24 09:00:00,26.5,69.1,438.9,61.3,36.0,57
2025-04-24 10:00:00,24.3,67.8,427.6,69.4,34.0,65
2025-04-24 11:00:00,28.1,69.7,406.5,46.2,30.3,52
2025-04-24 12:00:00,27.8,71.8,419.5,45.9,28.9,48
2025-04-24 13:00:00,22.6,77.2,398.8,37.6,19.6,37
2025-04-24 14:00:00,23.4,67.7,384.0,38.2,22.7,38
2025-04-24 15:00:00,23.1,76.0,368.9,61.5,38.9,78
2025-04-24 16:00:00,18.3,79.8,359.4,53.9,30.1,47
2025-04-24 17:00:00,18.4,89.8,354.7,44.1,26.8,50
2025-04-24 18:00:00,21.7,79.8,332.1,47.5,30.7,53
2025-04-24 19:00:00,22.9,84.2,342.4,,,74
2025-04-24 20:00:00,21.3,83.2,356.7,54.0,31.7,59
2025-04-24 21:00:00,19.3,86.8,368.9,59.0,36.8,57
2025-04-24 22:00:00,26.1,84.5,377.4,43.8,26.8,49
2025-04-24 23:00:00,22.3,75.4,393.8,46.2,29.9,59
2025-04-25 00:00:00,24.0,70.7,383.1,66.4,39.0,72
2025-04-25 01:00:00,26.6,67.2,421.9,82.4,52.6,92
2025-04-25 02:00:00,30.2,67.0,429.1,77.0,50.0,83
2025-04-25 03:00:00,29.8,64.1,436.3,66.2,44.2,82
2025-04-25 04:00:00,29.6,67.6,454.5,68.8,41.5,84
2025-04-25 05:00:00,30.1,66.1,438.7,80.8,51.9,96
2025-04-25 06:00:00,29.3,66.8,447.5,67.6,47.1,90
2025-04-25 07:00:00,30.0,70.7,449.9,33.4,22.1,44
2025-04-25 08:00:00,23.3,74.9,432.6,51.3,31.5,54
2025-04-25 09:00:00,26.9,68.0,412.3,66.8,41.7,75
2025-04-25 10:00:00,26.8,75.0,409.8,39.5,23.6,46
2025-04-25 11:00:00,22.8,70.3,408.3,47.7,29.5,45
2025-04-25 12:00:00,24.6,80.6,393.4,43.8,29.8,56
2025-04-25 13:00:00,22.1,82.5,383.0,49.6,32.1,63
2025-04-25 14:00:00,24.9,84.5,364.9,55.7,30.7,54
2025-04-25 15:00:00,23.5,81.9,348.7,53.7,29.7,57
2025-04-25 16:00:00,18.7,79.5,356.2,64.1,37.9,65
2025-04-25 17:00:00,19.0,76.7,349.1,50.1,28.8,51
2025-04-25 18:00:00,19.1,83.6,356.5,50.2,27.7,48
2025-04-25 19:00:00,18.6,90.9,345.5,31.0,20.3,38
2025-04-25 20:00:00,20.5,80.4,338.7,65.0,39.9,71
2025-04-25 21:00:00,19.4,84.2,341.6,41.3,27.2,40
2025-04-25 22:00:00,19.8,82.3,374.6,38.1,25.0,41
2025-04-25 23:00:00,24.5,74.1,392.4,61.4,36.6,75
2025-04-26 00:00:00,25.8,79.5,401.8,53.9,30.1,57
2025-04-26 01:00:00,24.3,55.8,411.2,54.2,33.3,49
2025-04-26 02:00:00,28.8,61.9,412.6,72.7,40.7,79
2025-04-26 03:00:00,26.7,61.5,419.3,61.4,37.0,60
2025-04-26 04:00:00,29.2,60.6,448.9,90.2,58.9,110
2025-04-26 05:00:00,30.7,65.6,446.9,60.9,40.2,78
2025-04-26 06:00:00,29.1,65.2,446.2,77.7,45.8,82
2025-04-26 07:00:00,29.8,66.3,431.6,43.0,25.0,40
2025-04-26 08:00:00,27.2,68.5,431.4,57.3,33.1,55
2025-04-26 09:00:00,27.0,62.5,432.8,39.9,30.4,57
2025-04-26 10:00:00,25.9,63.4,424.2,51.5,30.4,48
2025-04-26 11:00:00,23.5,73.9,407.3,63.1,40.1,69
2025-04-26 12:00:00,23.4,71.4,409.7,65.0,43.7,81
2025-04-26 13:00:00,19.4,69.2,377.4,60.1,36.9,63
2025-04-26 14:00:00,20.3,84.3,384.4,56.2,31.2,63
2025-04-26 15:00:00,19.7,88.3,364.0,54.6,27.0,43
2025-04-26 16:00:00,19.1,90.5,355.9,66.4,40.3,56
2025-04-26 17:00:00,18.7,84.5,360.1,73.4,47.5,81
2025-04-26 18:00:00,19.0,86.8,343.9,49.9,32.0,59
2025-04-26 19:00:00,20.4,89.9,349.7,66.9,38.7,73
2025-04-26 20:00:00,21.8,78.7,346.7,52.8,34.5,60
2025-04-26 21:00:00,19.6,85.7,377.1,65.5,38.7,68
2025-04-26 22:00:00,19.6,79.3,382.0,42.8,24.4,43
2025-04-26 23:00:00,21.1,80.0,402.1,52.4,31.1,64
2025-04-27 00:00:00,23.5,73.8,406.2,57.9,39.5,72
2025-04-27 01:00:00,25.1,76.8,427.9,74.5,47.3,82
2025-04-27 02:00:00,25.4,69.1,421.0,47.5,32.2,68
2025-04-27 03:00:00,25.3,58.6,448.0,37.8,23.5,42
2025-04-27 04:00:00,27.7,71.9,441.3,63.3,36.4,55
2025-04-27 05:00:00,29.4,59.1,449.2,83.3,48.9,81
2025-04-27 06:00:00,30.3,69.9,457.1,48.2,28.2,53
2025-04-27 07:00:00,27.7,63.8,470.3,49.5,31.2,47
2025-04-27 08:00:00,27.4,71.3,449.3,73.3,41.3,76
2025-04-27 09:00:00,25.5,72.8,441.4,60.0,38.2,64
2025-04-27 10:00:00,26.1,71.5,415.8,64.7,42.8,82
2025-04-27 11:00:00,23.3,74.4,410.4,48.3,27.0,49
2025-04-27 12:00:00,24.8,76.6,394.9,56.2,32.9,51
2025-04-27 13:00:00,18.8,66.9,397.1,68.5,43.8,83
2025-04-27 14:00:00,20.5,79.9,370.0,40.7,23.5,49
2025-04-27 15:00:00,20.8,75.6,375.1,72.7,43.9,72
